Status,Family size,AMI,Gender,Monthly Rent,Back Rent Claimed,zip,0,1,,,,,,1
Tenant Application Received,1,30,Male,$433.00 ,"$2,463.00 ",90017,2463,433,,,,,,1
Tenant Application Received,2,30,Male,$434.00 ,"$11,284.00 ",90011,0,434,,,,,,1
Tenant Application Received,2,30,Female,$434.00 ,"$3,038.00 ",90012,0,434,,,,,,1
Tenant Application Received,4,30,Female,$435.00 ,"$1,971.00 ",91401,1971,435,,,,,,1
Tenant Approved: Closed Landlord Paid,1,30,Female,$436.00 ,$486.00 ,90043,486,436,,,,,,1
Closed Ineligible,1,30,Female,$436.00 ,$241.00 ,90011,241,436,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Male,$438.61 ,"$2,631.66 ",90015,0,438.61,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,$439.00 ,"$2,181.00 ",90247,2181,439,,,,,,1
Tenant Application Received,2,30,Female,$440.00 ,"$3,080.00 ",90501,0,440,,,,,,1
Closed Ineligible,5,30,I prefer not to answer,$440.00 ,"$2,939.00 ",90011,0,440,,,,,,1
Tenant Approved: Tenant & Landlord Under Review,1,30,Female,$440.00 ,"$2,270.00 ",90057,2270,440,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$441.00 ,"$2,646.00 ",90008,0,441,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,1,30,Female,$441.00 ,$123.75 ,90006,123.75,441,,,,,,1
Tenant Eligibility Under Review,1,30,Female,$442.00 ,"$1,784.00 ",90027,1784,442,,,,,,1
Tenant Application Received,1,30,Female,$443.00 ,"$10,189.00 ",90011,0,443,,,,,,1
Tenant Pending Final Submission of Documents,7,30,Female,$443.00 ,$443.00 ,90002,443,443,,,,,,1
Closed Ineligible,3,30,Female,$444.00 ,"$10,126.00 ",90044,0,444,,,,,,1
Tenant Application Received,1,30,Male,$444.00 ,"$4,541.00 ",90017,0,444,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,1,30,Female,$444.00 ,"$2,664.00 ",90007,0,444,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$448.00 ,$875.00 ,90017,875,448,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$449.00 ,"$8,622.00 ",90017,0,449,,,,,,1
Tenant Application Received,1,30,Female,$450.00 ,"$14,400.00 ",90011,0,450,,,,,,1
Tenant Application Received,1,30,Female,$450.00 ,"$13,950.00 ",90043,0,450,,,,,,1
Tenant Application Received,1,30,Male,$450.00 ,"$8,100.00 ",90013,0,450,,,,,,1
Tenant Application Received,1,30,Male,$450.00 ,"$7,650.00 ",90011,0,450,,,,,,1
Tenant Application Received,1,30,Female,$450.00 ,"$7,650.00 ",90013,0,450,,,,,,1
Tenant Application Received,1,30,Male,$450.00 ,"$7,200.00 ",90038,0,450,,,,,,1
Tenant Application Received,5,30,Female,$450.00 ,"$7,200.00 ",90003,0,450,,,,,,1
Tenant Application Received,1,30,Male,$450.00 ,"$7,200.00 ",90013,0,450,,,,,,1
Tenant Application Received,1,30,Male,$450.00 ,"$5,450.50 ",90013,0,450,,,,,,1
Tenant Application Received,1,30,Male,$450.00 ,"$4,950.00 ",90013,0,450,,,,,,1
Tenant Application Received,1,30,Female,$450.00 ,"$4,950.00 ",90065,0,450,,,,,,1
Closed Ineligible,5,30,Female,$450.00 ,"$4,500.00 ",90262,0,450,,,,,,1
Tenant Application Received,1,30,Female,$450.00 ,"$4,050.00 ",90731,0,450,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Trans Female,$450.00 ,"$3,673.00 ",90013,0,450,,,,,,1
Application on Hold,1,30,Male,$450.00 ,"$2,700.00 ",90013,0,450,,,,,,1
Application on Hold,1,30,Male,$450.00 ,"$2,700.00 ",90013,0,450,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$450.00 ,"$2,250.00 ",90013,2250,450,,,,,,1
Closed Ineligible,3,30,Female,$450.00 ,"$1,350.00 ",90059,1350,450,,,,,,1
Tenant Approved: Tenant & Landlord Under Review,1,30,Male,$450.00 ,$900.00 ,90013,900,450,,,,,,1
Tenant Approved: Closed Landlord Paid,1,30,Male,$450.00 ,$900.00 ,90013,900,450,,,,,,1
Tenant Application Received,7,30,Female,$451.00 ,"$7,066.00 ",90061,0,451,,,,,,1
Tenant Application Received,1,30,Female,$454.00 ,"$4,034.00 ",90017,0,454,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$455.00 ,"$1,726.00 ",90015,1726,455,,,,,,1
Tenant Application Received,1,30,Male,$461.00 ,"$16,990.00 ",90015,0,461,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,2,30,Female,$463.00 ,"$4,216.35 ",90044,0,463,,,,,,1
Tenant Approved: Pending Payment to the Landlord,1,30,Male,$463.00 ,"$1,389.00 ",90006,1389,463,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,$463.00 ,$926.00 ,90033,926,463,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$463.05 ,$463.05 ,90013,463.05,463.05,,,,,,1
Closed Ineligible,1,30,Female,$464.00 ,$934.00 ,90017,934,464,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,$466.00 ,"$1,864.00 ",91405,1864,466,,,,,,1
Tenant Application Received,1,30,Male,$467.00 ,"$9,653.00 ",90017,0,467,,,,,,1
Tenant Approved: Closed Landlord Paid,1,30,Gender Non-Confirming,$467.25 ,"$3,270.75 ",90038,0,467.25,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Male,$469.00 ,"$2,814.00 ",90017,0,469,,,,,,1
Tenant Application Received,1,30,Male,$470.00 ,"$4,535.00 ",90017,0,470,,,,,,1
Tenant Application Received,2,30,Female,$471.00 ,"$1,780.00 ",90037,1780,471,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$474.00 ,"$2,844.00 ",90021,0,474,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$475.00 ,"$1,900.00 ",90061,1900,475,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$476.00 ,"$1,428.00 ",90006,1428,476,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,2,30,Female,$476.61 ,$953.22 ,90057,953.22,476.61,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$477.00 ,"$5,000.00 ",90017,0,477,,,,,,1
Application on Hold,1,30,Male,$478.00 ,"$2,250.00 ",90017,2250,478,,,,,,1
Closed Ineligible,3,30,Female,$479.00 ,$479.00 ,90745,479,479,,,,,,1
Tenant Application Received,1,30,I prefer not to answer,$480.00 ,"$4,840.00 ",90017,0,480,,,,,,1
Tenant Application Received,2,30,Male,$480.00 ,"$4,800.00 ",90013,0,480,,,,,,1
Tenant Application Received,1,30,Male,$484.00 ,"$9,145.00 ",90017,0,484,,,,,,1
Tenant Application Received,1,30,Male,$484.00 ,"$2,776.00 ",90017,2776,484,,,,,,1
Tenant Application Received,1,30,Male,$485.00 ,"$4,365.00 ",90043,0,485,,,,,,1
Tenant Application Received,5,30,Female,$486.00 ,"$5,060.00 ",90044,0,486,,,,,,1
Tenant Approved: Tenant & Landlord Under Review,2,30,Female,$486.00 ,$486.00 ,90004,486,486,,,,,,1
Tenant Application Received,1,30,Female,$488.00 ,"$1,223.00 ",90017,1223,488,,,,,,1
Tenant Application Received,1,30,Male,$488.00 ,$953.00 ,90117,953,488,,,,,,1
Tenant Application Received,1,30,Female,$488.44 ,"$5,861.28 ",90033,0,488.44,,,,,,1
Tenant Application Received,2,30,Female,$489.00 ,"$4,409.00 ",90002,0,489,,,,,,1
Tenant Eligibility Under Review,2,30,Male,$489.64 ,"$2,448.20 ",90019,2448.2,489.64,,,,,,1
Tenant Application Received,1,30,Male,$490.00 ,"$1,337.05 ",91601,1337.05,490,,,,,,1
Closed Ineligible,1,30,Female,$491.00 ,"$20,674.00 ",90023,0,491,,,,,,1
Tenant Application Received,1,30,Female,$491.00 ,"$4,910.00 ",90018,0,491,,,,,,1
Closed Ineligible,2,30,Male,$491.00 ,"$3,928.00 ",90745,0,491,,,,,,1
Tenant Application Received,1,30,Female,$492.00 ,"$7,499.00 ",90017,0,492,,,,,,1
Tenant Application Received,6,30,Male,$494.00 ,"$8,908.00 ",90061,0,494,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$494.00 ,"$2,964.00 ",90019,0,494,,,,,,1
Tenant Application Received,3,30,Female,$495.00 ,"$6,928.00 ",90057,0,495,,,,,,1
Tenant Application Received,1,30,Female,$495.00 ,"$4,950.00 ",91604,0,495,,,,,,1
Tenant Application Received,2,30,Female,$495.00 ,"$4,455.00 ",90015,0,495,,,,,,1
Tenant Approved: Pending Payment to the Landlord,1,30,Female,$496.00 ,"$1,984.00 ",90011,1984,496,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$499.58 ,"$2,648.90 ",90013,2648.9,499.58,,,,,,1
Tenant Application Received,1,30,Female,$500.00 ,"$27,000.00 ",90029,0,500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,$500.00 ,"$25,000.00 ",90062,0,500,,,,,,1
Tenant Application Received,4,30,Female,$500.00 ,"$20,000.00 ",90011,0,500,,,,,,1
Tenant Application Received,2,30,Female,$500.00 ,"$18,500.00 ",90002,0,500,,,,,,1
Closed Ineligible,1,30,Female,$500.00 ,"$18,000.00 ",90605,0,500,,,,,,1
Tenant Application Received,3,30,Female,$500.00 ,"$17,000.00 ",90032,0,500,,,,,,1
Closed Ineligible,1,30,Female,$500.00 ,"$13,000.00 ",91350,0,500,,,,,,1
Tenant Application Received,1,30,Female,$500.00 ,"$12,500.00 ",90016,0,500,,,,,,1
Tenant Application Received,1,30,Female,$500.00 ,"$12,000.00 ",90008,0,500,,,,,,1
Tenant Application Received,1,30,Male,$500.00 ,"$10,500.00 ",90003,0,500,,,,,,1
Closed Ineligible,1,30,Male,$500.00 ,"$10,500.00 ",90001,0,500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,$500.00 ,"$10,500.00 ",90062,0,500,,,,,,1
Tenant Application Received,1,30,Female,$500.00 ,"$10,000.00 ",90003,0,500,,,,,,1
Tenant Application Received,5,30,Female,$500.00 ,"$10,000.00 ",90002,0,500,,,,,,1
Tenant Application Received,2,30,Female,$500.00 ,"$10,000.00 ",90017,0,500,,,,,,1
Tenant Application Received,1,30,Male,$500.00 ,"$9,500.00 ",90002,0,500,,,,,,1
Tenant Application Received,3,30,Female,$500.00 ,"$9,500.00 ",90011,0,500,,,,,,1
Tenant Application Received,3,30,Female,$500.00 ,"$9,500.00 ",90059,0,500,,,,,,1
Tenant Application Received,2,30,Female,$500.00 ,"$9,500.00 ",90017,0,500,,,,,,1
Tenant Application Received,1,30,Female,$500.00 ,"$9,500.00 ",91352,0,500,,,,,,1
Tenant Application Received,1,30,Male,$500.00 ,"$9,000.00 ",90065,0,500,,,,,,1
Tenant Application Received,4,30,Male,$500.00 ,"$9,000.00 ",91405,0,500,,,,,,1
Closed Ineligible,4,30,Female,$500.00 ,"$9,000.00 ",90059,0,500,,,,,,1
Tenant Application Received,1,30,Male,$500.00 ,"$8,480.00 ",90013,0,500,,,,,,1
Tenant Application Received,1,30,I prefer not to answer,$500.00 ,"$8,350.00 ",90017,0,500,,,,,,1
Tenant Application Received,1,30,Male,$500.00 ,"$8,275.00 ",90006,0,500,,,,,,1
Tenant Application Received,4,30,Female,$500.00 ,"$8,200.00 ",90002,0,500,,,,,,1
Tenant Application Received,1,30,Male,$500.00 ,"$8,180.00 ",90012,0,500,,,,,,1
Tenant Application Received,1,30,Male,$500.00 ,"$8,000.00 ",90001,0,500,,,,,,1
Tenant Application Received,5,30,Male,$500.00 ,"$7,000.00 ",90062,0,500,,,,,,1
Tenant Application Received,1,30,Male,$500.00 ,"$6,975.00 ",90043,0,500,,,,,,1
Closed Ineligible,1,30,Female,$500.00 ,"$6,500.00 ",90059,0,500,,,,,,1
Tenant Application Received,1,30,Male,$500.00 ,"$6,000.00 ",90021,0,500,,,,,,1
Tenant Pending Final Submission of Documents,6,30,Female,$500.00 ,"$6,000.00 ",90043,0,500,,,,,,1
Closed Ineligible,5,30,Male,$500.00 ,"$5,500.00 ",90044,0,500,,,,,,1
Closed Ineligible,3,30,Female,$500.00 ,"$5,500.00 ",90059,0,500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,$500.00 ,"$5,400.00 ",91307,0,500,,,,,,1
Tenant Application Received,7,30,Female,$500.00 ,"$5,100.00 ",90041,0,500,,,,,,1
Tenant Application Received,5,30,Female,$500.00 ,"$5,000.00 ",90037,0,500,,,,,,1
Tenant Application Received,3,30,Female,$500.00 ,"$5,000.00 ",90018,0,500,,,,,,1
Tenant Application Received,2,30,Female,$500.00 ,"$5,000.00 ",90033,0,500,,,,,,1
Tenant Application Received,3,30,Female,$500.00 ,"$5,000.00 ",90002,0,500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,$500.00 ,"$5,000.00 ",90026,0,500,,,,,,1
Tenant Application Received,1,30,Male,$500.00 ,"$5,000.00 ",90069,0,500,,,,,,1
Closed Ineligible,1,30,Female,$500.00 ,"$5,000.00 ",90013,0,500,,,,,,1
Application on Hold,1,30,Female,$500.00 ,"$4,900.00 ",90065,0,500,,,,,,1
Tenant Application Received,1,30,Male,$500.00 ,"$4,500.00 ",90744,0,500,,,,,,1
Tenant Application Received,1,30,Male,$500.00 ,"$4,500.00 ",90015,0,500,,,,,,1
Tenant Pending Initial Submission of Documents,1,30,Female,$500.00 ,"$4,500.00 ",90043,0,500,,,,,,1
Tenant Application Received,1,30,Female,$500.00 ,"$4,000.00 ",90043,0,500,,,,,,1
Tenant Application Received,3,30,Male,$500.00 ,"$4,000.00 ",90019,0,500,,,,,,1
Tenant Application Received,2,30,Female,$500.00 ,"$3,680.00 ",90042,0,500,,,,,,1
Application on Hold,2,30,Female,$500.00 ,"$3,500.00 ",90034,0,500,,,,,,1
Closed Ineligible,4,30,Female,$500.00 ,"$3,500.00 ",90063,0,500,,,,,,1
Tenant Application Received,2,30,Female,$500.00 ,"$3,500.00 ",90042,0,500,,,,,,1
Tenant Application Received,1,30,Female,$500.00 ,"$3,500.00 ",91367,0,500,,,,,,1
Closed Ineligible,2,30,Male,$500.00 ,"$3,500.00 ",90502,0,500,,,,,,1
Tenant Application Received,1,30,Female,$500.00 ,"$3,500.00 ",90007,0,500,,,,,,1
Tenant Application Received,1,30,Male,$500.00 ,"$3,500.00 ",90013,0,500,,,,,,1
Tenant Eligibility Under Review,1,30,Female,$500.00 ,"$3,500.00 ",90026,0,500,,,,,,1
Closed Ineligible,3,30,Female,$500.00 ,"$3,132.00 ",90018,0,500,,,,,,1
Closed Ineligible,1,30,Female,$500.00 ,"$3,000.00 ",90723,0,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$500.00 ,"$3,000.00 ",90013,0,500,,,,,,1
Application on Hold,1,30,Male,$500.00 ,"$3,000.00 ",90065,0,500,,,,,,1
Application on Hold,2,30,Female,$500.00 ,"$3,000.00 ",90017,0,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$500.00 ,"$3,000.00 ",90013,0,500,,,,,,1
Closed Ineligible,2,30,Female,$500.00 ,"$3,000.00 ",90017,0,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$500.00 ,"$3,000.00 ",90003,0,500,,,,,,1
Tenant Pending Final Submission of Documents,4,30,Female,$500.00 ,"$3,000.00 ",90710,0,500,,,,,,1
Application on Hold,1,30,Female,$500.00 ,"$3,000.00 ",90013,0,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$500.00 ,"$3,000.00 ",91304,0,500,,,,,,1
Tenant Application Received,2,30,Female,$500.00 ,"$2,850.00 ",90744,2850,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$500.00 ,"$2,640.00 ",90013,2640,500,,,,,,1
Tenant Application Received,1,30,Male,$500.00 ,"$2,600.00 ",90047,2600,500,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,1,30,Male,$500.00 ,"$2,500.00 ",90037,2500,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$500.00 ,"$2,500.00 ",90731,2500,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$500.00 ,"$2,500.00 ",90043,2500,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$500.00 ,"$2,500.00 ",90011,2500,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$500.00 ,"$2,500.00 ",90059,2500,500,,,,,,1
Application on Hold,2,30,Female,$500.00 ,"$2,480.00 ",90017,2480,500,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,1,30,Female,$500.00 ,"$2,069.00 ",91331,2069,500,,,,,,1
Closed Ineligible,2,30,Male,$500.00 ,"$2,000.00 ",91355,2000,500,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Male,$500.00 ,"$2,000.00 ",90012,2000,500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Male,$500.00 ,"$2,000.00 ",90047,2000,500,,,,,,1
Closed Ineligible,1,30,Female,$500.00 ,"$2,000.00 ",90301,2000,500,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,$500.00 ,"$2,000.00 ",91401,2000,500,,,,,,1
Application on Hold,1,30,Female,$500.00 ,"$2,000.00 ",90065,2000,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$500.00 ,"$1,825.00 ",90731,1825,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$500.00 ,"$1,800.00 ",91331,1800,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$500.00 ,"$1,750.00 ",90027,1750,500,,,,,,1
Closed Ineligible,2,30,Male,$500.00 ,"$1,750.00 ",91325,1750,500,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,2,30,Female,$500.00 ,"$1,540.00 ",90017,1540,500,,,,,,1
Closed Ineligible,3,30,Female,$500.00 ,"$1,500.00 ",90062,1500,500,,,,,,1
Tenant Application Received,3,30,Female,$500.00 ,"$1,500.00 ",90037,1500,500,,,,,,1
Closed Ineligible,1,30,Female,$500.00 ,"$1,500.00 ",90008,1500,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$500.00 ,"$1,500.00 ",90011,1500,500,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,$500.00 ,"$1,500.00 ",90004,1500,500,,,,,,1
Closed Ineligible,2,30,Male,$500.00 ,"$1,500.00 ",91745,1500,500,,,,,,1
Application on Hold,1,30,Female,$500.00 ,"$1,500.00 ",90017,1500,500,,,,,,1
Application on Hold,2,30,Female,$500.00 ,"$1,300.00 ",90062,1300,500,,,,,,1
Tenant Approved: Tenant & Landlord Under Review,1,30,Female,$500.00 ,"$1,200.00 ",90065,1200,500,,,,,,1
Application on Hold,2,30,Female,$500.00 ,"$1,150.00 ",90031,1150,500,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Female,$500.00 ,"$1,000.00 ",91306,1000,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$500.00 ,"$1,000.00 ",90017,1000,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$500.00 ,$930.71 ,90013,930.71,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$500.00 ,$800.00 ,90731,800,500,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,1,30,Female,$500.00 ,$500.00 ,90019,500,500,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,$500.00 ,$500.00 ,90003,500,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$500.00 ,$500.00 ,90065,500,500,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Female,$500.00 ,$500.00 ,91344,500,500,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,2,30,Female,$500.00 ,$500.00 ,90017,500,500,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Female,$500.00 ,$500.00 ,90032,500,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$500.00 ,$500.00 ,90013,500,500,,,,,,1
Tenant Application Received,1,50,Male,$500.00 ,$500.00 ,90013,500,500,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Trans Male,$500.00 ,$500.00 ,90008,500,500,,,,,,1
Tenant Pending Final Submission of Documents,5,30,Female,$501.00 ,"$3,732.00 ",91405,0,501,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$501.00 ,"$3,006.00 ",90014,0,501,,,,,,1
Application on Hold,1,30,Male,$501.00 ,"$1,700.00 ",90014,1700,501,,,,,,1
Tenant Application Received,1,30,Male,$502.00 ,"$5,772.00 ",90015,0,502,,,,,,1
Tenant Application Received,1,30,Female,$502.00 ,"$4,106.00 ",90015,0,502,,,,,,1
Application on Hold,1,30,Female,$502.00 ,"$3,012.00 ",90057,0,502,,,,,,1
Application on Hold,1,30,Male,$502.93 ,"$2,011.72 ",91042,2011.72,502.93,,,,,,1
Closed Ineligible,5,30,Female,$507.00 ,"$7,098.00 ",90002,0,507,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,$507.00 ,"$4,040.00 ",90017,0,507,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Female,$507.00 ,"$3,042.00 ",90017,0,507,,,,,,1
Closed Ineligible,5,30,Female,$508.00 ,"$5,588.00 ",90044,0,508,,,,,,1
Closed Ineligible,4,30,Female,$510.00 ,"$1,923.00 ",90731,1923,510,,,,,,1
Closed Ineligible,5,30,Female,$511.00 ,"$2,558.00 ",90026,2558,511,,,,,,1
Tenant Application Received,1,30,Male,$514.00 ,"$9,843.00 ",90017,0,514,,,,,,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Female,$514.00 ,"$3,084.00 ",90017,0,514,,,,,,1
Tenant Application Received,1,30,Male,$515.00 ,"$8,755.00 ",90038,0,515,,,,,,1
Tenant Application Received,1,30,Female,$515.00 ,"$2,060.00 ",90006,2060,515,,,,,,1
Tenant Application Received,1,30,Female,$517.00 ,"$12,408.00 ",90017,0,517,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Male,$523.00 ,"$3,893.00 ",90006,0,523,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$524.00 ,$524.00 ,90017,524,524,,,,,,1
Tenant Pending Final Submission of Documents,7,30,Male,$525.00 ,"$2,250.00 ",90029,2250,525,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Male,$525.00 ,"$2,225.00 ",90026,2225,525,,,,,,1
Closed Ineligible,3,30,Female,$526.00 ,"$3,156.00 ",90732,0,526,,,,,,1
Tenant Application Received,1,30,Male,$529.00 ,"$5,340.00 ",90006,0,529,,,,,,1
Tenant Application Received,1,30,Female,$530.00 ,"$7,501.16 ",90003,0,530,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,$530.00 ,"$1,340.00 ",90057,1340,530,,,,,,1
Tenant Application Received,1,30,Male,$533.00 ,"$11,949.00 ",90248,0,533,,,,,,1
Tenant Approved: Landlord Eligibility Under Review,1,30,Male,$533.61 ,"$2,668.05 ",90018,2668.05,533.61,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,$534.00 ,"$1,602.00 ",90028,1602,534,,,,,,1
Closed Ineligible,1,30,Female,$536.00 ,$536.00 ,90069,536,536,,,,,,1
Tenant Application Received,1,30,Male,$538.00 ,"$7,437.00 ",90038,0,538,,,,,,1
Tenant Pending Final Submission of Documents,1,30,Female,$538.00 ,"$2,292.66 ",90046,2292.66,538,,,,,,1
Manager Approval Required,2,30,Female,$538.00 ,"$1,051.00 ",90017,1051,538,,,,,,1
Tenant Pending Final Submission of Documents,3,30,Female,$539.00 ,"$2,200.00 ",90006,2200,539,,,,,,1
Tenant Approved: Landlord Final Notification to Respond,1,30,Male,$540.00 ,"$2,160.00 ",90021,2160,540,,,,,,1
Closed Ineligible,5,30,Female,$541.00 ,"$4,328.00 ",90059,0,541,,,,,,1
Tenant Eligibility Under Review,1,30,Male,$541.00 ,"$3,228.00 ",90043,3228,541,,,,,,1
Tenant Approved: Closed Landlord Paid,1,30,Female,$542.00 ,$542.00 ,90065,542,542,,,,,,1
Tenant Pending Final Submission of Documents,2,30,Female,$546.00 ,"$1,092.00 ",90007,1092,546,,,,,,1
