Status,Family size,AMI,Race,Gender,Monthly Rent,Back Rent Claimed,zip,Council District
Tenant Application Received,2,30,Hispanic,Female,1066,739.96,90065,13
Tenant Application Received,2,30,Hispanic,Female,1375,2350,90011,9
Tenant Approved: Pending Payment to the Landlord,5,30,Hispanic,Male,1000,6000,90044,8
Tenant Application Received,1,30,Black,Female,2000,16000,90016,10
Tenant Approved: Pending Payment to the Landlord,4,30,Black,Female,1800,5400,90011,9
Tenant Pending Final Submission of Documents,1,30,Asian,Female,1500,12700.28,90005,10
Tenant Application Received,4,30,Black,Female,1873,29022,90016,10
Application on Hold,5,30,Hispanic,Male,732,3060,91601,2
Tenant Pending Final Submission of Documents,4,30,Hispanic,Male,703,8765,90017,1
Tenant Application Received,2,30,Hispanic,Female,1325,15900,90034,5
Closed Ineligible,4,30,Hispanic,Female,2350,44650,90022, 
Tenant Application Received,2,30,Hispanic,Female,1875,20625,91303,3
Tenant Application Received,2,30,Other,Male,3800,26600,91335,3
Application on Hold,5,30,Hispanic,Female,1000,3000,90011,9
Tenant Application Received,2,30,Black,Male,1625,11375,91406,6
Tenant Application Received,1,30,Other,Female,1934.19,29012.85,90068,4
Tenant Application Received,6,30,Hispanic,Female,1250,12500,90011,9
Application on Hold,1,30,Hispanic,Female,2600,13192.63,90012,14
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,3150,31500,90023,14
Tenant Application Received,1,30,Hispanic,Male,461,16990,90015,14
Closed Ineligible,5,30,Hispanic,Male,1076,6456,90047, 
Tenant Application Received,3,30,Black,Female,1689,16890,90016,10
Tenant Pending Final Submission of Documents,1,30,Asian,Male,1313,5189,90026,13
Tenant Application Received,1,30,White,Male,5200,46800,91352,6
Tenant Application Received,1,30,Asian,Male,800,19200,90011,9
Tenant Pending Final Submission of Documents,1,30,Black,Male,1400,1400,90015,1
Closed Ineligible,3,30,Hispanic,Female,1585,49135,91340, 
Tenant Application Received,4,30,Black,Female,1995,17955,90034,5
Application on Hold,1,30,Hispanic,Female,2500,10978,90044,8
Closed Ineligible,2,30,White,Female,3600,61115,91202, 
Tenant Approved: Tenant & Landlord Under Review,5,30,Hispanic,I prefer not to answer,1540,5300,90057,1
Tenant Application Received,1,30,Other,I prefer not to answer,1760,38383.68,90014,14
Tenant Approved: Landlord Final Notification to Respond,4,30,Hispanic,Female,1300,1000,91340,7
Tenant Approved: Landlord Final Notification to Respond,1,30,Hispanic,Female,2400,2400,90028,13
Application on Hold,2,30,Hispanic,Male,2304.78,1625.76,91325,12
Closed Ineligible,1,30,Hispanic,Female,1300,940,90046,5
Tenant Pending Final Submission of Documents,5,30,Hispanic,Male,2900,8600,91405,6
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,2500,10000,90002,15
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,I prefer not to answer,1279.44,1600,90036,5
Tenant Application Received,4,30,Hispanic,Female,2200,17600,90047,8
Tenant Approved: Closed Landlord Paid,1,30,White,Female,1598,3196,90036,5
Application on Hold,4,30,Black,Male,5963,35778,90017,14
Tenant Application Received,2,30,Black,Female,1100,7700,90008,10
Tenant Application Received,1,30,Other,I prefer not to answer,2590,33670,91367,3
Tenant Application Received,3,30,Black,Male,1222,8554,90037,8
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,1600,1600,90031,1
Application on Hold,3,30,Hispanic,Male,1526.91,3300,90731,15
Tenant Approved: Landlord Final Notification to Respond,2,30,Black,Male,3250,3250,91364,3
Tenant Approved: Closed Landlord Paid,1,50,Black,Female,1275,4975,91342,7
Tenant Pending Final Submission of Documents,1,30,White,Female,1265.12,2700.55,90027,4
Landlord Application Submitted Pending Tenant,, ,Other,,0,0,,
Tenant Approved: Landlord Final Notification to Respond,5,30,Hispanic,Female,1342.37,2684.74,90011,9
Tenant Pending Final Submission of Documents,4,30,Black,Female,1800,9000,90062,8
Tenant Application Received,2,30,Black,Female,2000,8700,90068,4
Closed Ineligible,4,30,Black,Female,2000,16000,90043, 
Tenant Application Received,1,30,Other,Male,2100,29400,91605,2
Closed Ineligible,4,80,White,Male,2300,9200,, 
Tenant Eligibility Under Review,7,30,Other,Female,1775,3550,91402,6
Tenant Pending Final Submission of Documents,1,30,Other,Male,1800,20000,91042,7
Tenant Application Received,1,30,Black,Male,2300,26315,90014,14
Tenant Pending Final Submission of Documents,2,30,Hispanic,Male,800,3200,90026,13
Tenant Application Received,1,30,Asian,Female,488,1223,90017,1
Tenant Application Received,2,30,White,Male,2370.22,18961.76,91423,4
Tenant Pending Final Submission of Documents,1,30,White,Female,4000,24000,90016,10
Tenant Application Received,2,30,Other,Male,2000,20000,91405,6
Tenant Application Received,2,30,Black,Female,6000,72000,90047,8
Application on Hold,1,30,Hispanic,Male,1650,400,90044,9
Tenant Pending Final Submission of Documents,3,30,Black,Male,3100,18600,90062,8
Tenant Application Received,1,30,Black,Male,1949,35743.75,90013,14
Tenant Application Received,3,30,White,Female,5800,52200,91605,2
Closed Ineligible,1,30,Black,Female,1425,1425,90806, 
Tenant Application Received,6,30,Hispanic,Female,3050.91,9920.65,90026,1
Tenant Application Received,2,30,Black,Female,2400,24000,90062,8
Tenant Application Received,1,30,Black,Female,1750,12775,90059,15
Manager Approval Required,2,30,Other,Male,4400,26400,90031,1
Tenant Pending Final Submission of Documents,2,30,White,Male,6700,40200,91316,4
Tenant Application Received,2,30,Hispanic,Female,2800,19500,90023,14
Tenant Application Received,2,30,Asian,Male,2950,33650,90012,14
Tenant Application Received,1,30,White,Female,1775,9587.03,90020,10
Tenant Application Received,1,30,Black,Female,326,4890,90014,14
Tenant Application Received,1,30,White,Female,1646.83,10824.57,90046,4
Tenant Approved: Landlord Final Notification to Respond,1,30,White,Male,1326,6630,90046,4
Application on Hold,2,30,Hispanic,Female,1543.92,3309.29,90057,1
Tenant Approved: Landlord Pending Initial Submission of Documents,3,30,Black,Female,2375,7125,91364,3
Landlord Application Submitted Pending Tenant,, ,Other,,0,0,,
Tenant Approved: Landlord Pending Final Submission of Documents,4,30,Hispanic,Female,900,2198,90026,13
Tenant Application Received,2,30,Other,Female,2500,72500,90035,5
Tenant Pending Final Submission of Documents,1,30,Black,Male,600,3124,90014,14
Tenant Approved: Landlord Eligibility Under Review,1,30,Asian,Female,1002.11,1002.11,90020,10
Tenant Pending Final Submission of Documents,1,30,Black,Female,1523,3034.18,90057,1
Tenant Application Received,4,30,White,Female,5000,41200,91344,12
Tenant Application Received,2,30,Hispanic,Male,1098.61,18365.37,90006,1
Application on Hold,2,30,Hispanic,Female,1575,9450,90057,1
Application on Hold,2,30,White,Female,2650,5300,90028,13
Tenant Approved: Landlord Pending Final Submission of Documents,5,30,Hispanic,Female,1527,2437.6,90037,9
Tenant Pending Final Submission of Documents,1,30,Black,Female,1660,4607.4,90002,8
Tenant Eligibility Under Review,3,30,Black,Male,7900,47400,90016,10
Closed Ineligible,2,80,Black,Female,2000,6500,90059, 
Tenant Application Received,3,30,Black,Female,300,4500,90059,15
Tenant Pending Final Submission of Documents,3,30,Black,Male,1753.6,3507.2,91303,3
Landlord Application Submitted Pending Tenant,, ,Other,,0,0,,
Tenant Application Received,6,30,Hispanic,Male,1524.88,28972.72,90023,14
Application on Hold,8+,30,Black,Female,2800,16800,90044,8
Tenant Pending Final Submission of Documents,1,30,White,Female,3100,18600,90045,11
Tenant Application Received,1,30,Other,Female,1290,36120,90034,10
Application on Hold,1,30,Black,Male,2200,13200,90061,8
Tenant Application Received,3,30,Black,Female,1607,10725.48,90732,15
Tenant Eligibility Under Review,3,30,Asian,Female,3600,7200,90006,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,50,White,Female,1476,6308,90066,11
Tenant Approved: Closed Landlord Paid,5,30,Black,Female,2800,3300,90032,14
Tenant Pending Final Submission of Documents,2,30,Hispanic,Male,4700,9400,90062,8
Tenant Application Received,4,30,Other,Female,2500,67500,91364,3
Tenant Application Received,1,30,Black,Male,3600,43200,90004,13
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,1359.75,7351.31,90057,1
Closed Ineligible,1,30,Asian,Male,1648,9600,90066,11
Application on Hold,7,30,Hispanic,Female,2299,13794,90003,9
Application on Hold,2,30,Hispanic,Male,1110,1139,90004,13
Tenant Application Received,2,30,Black,Male,2500,21300,90043,8
Tenant Application Received,3,30,Hispanic,Female,2700,51891.86,90066,11
Manager Approval Required,1,30,White,Male,2200,13200,90029,13
Tenant Application Received,1,30,Hispanic,Female,1710,17100,90038,13
Tenant Application Received,6,30,Hispanic,Female,1800,10800,90003,9
Tenant Pending Final Submission of Documents,1,30,Hispanic,Female,800,1600,91344,12
Tenant Application Received,1,30,Black,Female,306,2502,90002,15
Closed Ineligible,1,30,Other,Female,4500,27000,90013,14
Tenant Approved: Landlord Final Notification to Respond,5,30,Other,Female,973.35,4866.75,90008,10
Manager Approval Required,3,30,White,Male,5400,32400,91352,6
Tenant Application Received,3,30,Other,Male,4800,81600,91343,12
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,1795,1795,90006,10
Tenant Approved: Tenant & Landlord Under Review,1,30,Other,Female,2563,10177,90049,11
Tenant Application Received,3,30,Black,Female,3123,22496.77,90006,10
Tenant Application Received,1,30,Other,I prefer not to answer,650,23400,91606,2
Closed Ineligible,1,30,White,Male,1225,1225,91403,4
Tenant Application Received,3,30,Hispanic,Female,2950,26550,90047,8
Closed Ineligible,5,50,Hispanic,Female,1650,21700,90242, 
Tenant Pending Final Submission of Documents,1,30,Asian,Female,2774,49603.5,90036,5
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,826.8,3307.2,90057,1
Tenant Application Received,1,30,Other,Female,1050,7350,90064,5
Closed Ineligible,4,30,Black,Female,1800,5430,90011,9
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Black,Male,1526,1526,91343,6
Tenant Pending Final Submission of Documents,1,50,Black,Female,1300,7800,90016,10
Tenant Application Received,5,30,Black,Male,2000,42250,90002,15
Tenant Application Received,1,30,Black,Male,2500,57500,90062,8
Tenant Application Received,2,30,Hispanic,Male,2631.72,14687.85,90038,13
Tenant Application Received,4,30,White,Male,2600,20800,91335,3
Tenant Pending Final Submission of Documents,1,30,White,Male,4000,24000,90016,10
Tenant Application Received,3,30,Hispanic,Female,2450,44100,91342,7
Tenant Application Received,2,30,Black,Female,2500,54000,90044,8
Tenant Approved: Pending Payment to the Landlord,2,30,Hispanic,Female,650,2600,90004,13
Tenant Pending Final Submission of Documents,2,30,Black,Female,777,777,90059,8
Tenant Pending Final Submission of Documents,2,30,Black,Female,1418.64,1418.64,90005,10
Tenant Application Received,2,50,Black,Female,1800,27000,90003,9
Tenant Approved: Tenant & Landlord Under Review,2,30,Asian,Female,1340,8040,91352,2
Tenant Application Received,3,30,Black,Male,2500,25000,90025,11
Closed Ineligible,2,30,Black,Female,1000,11000,90002, 
Tenant Pending Final Submission of Documents,2,30,Black,Female,1425,8620,91606,2
Application on Hold,3,30,Black,Female,1280,3840,90043,8
Tenant Application Received,5,30,Black,Female,500,5000,90037,9
Tenant Pending Final Submission of Documents,2,30,Black,Male,2475,14850,90062,8
Application on Hold,2,30,White,Female,3998,4044,90028,13
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Other,Male,2000,12000,90043,8
Tenant Application Received,3,30,Hispanic,Female,2116,24600,91607,2
Tenant Application Received,1,30,Other,Gender Non-Confirming,1535,22630,90026,13
Closed Ineligible,3,80,Hispanic,Female,1900,15400,91344,12
Tenant Application Received,2,30,White,Male,2500,17500,91402,6
Tenant Application Received,1,50,Asian,Female,1912,1912,90066, 
Tenant Application Received,2,30,White,Male,5000,29500,90007,1
Tenant Pending Final Submission of Documents,6,30,Hispanic,Female,1100,2200,90744,15
Tenant Pending Final Submission of Documents,1,30,Black,Female,1750,5250,90004,13
Tenant Application Received,1,30,White,Female,1872.84,12555.56,90046,4
Manager Approval Required,6,30,Other,Female,1481,4443,90003,8
Tenant Pending Final Submission of Documents,2,30,Black,Male,1700,10200,90008,10
Tenant Application Received,4,30,Hispanic,Female,2000,24716,90027,13
Tenant Application Received,1,30,Black,Female,3500,35000,90001,9
Tenant Approved: Closed Landlord Paid,2,30,White,Male,1695,6475,90007,9
Application on Hold,1,30,Hispanic,Female,500,4900,90065,1
Application on Hold,2,30,Other,Female,2264.8,13584,90036,5
Closed Ineligible,2,30,White,Male,1500,9000,90504, 
Tenant Approved: Closed Landlord Paid,2,30,Black,Female,1900,9500,90036,5
Closed Ineligible,1,50,Black,Female,1485,5543,90805, 
Application on Hold,4,30,Hispanic,Female,1412,24000,90023,14
Tenant Pending Final Submission of Documents,1,30,Black,Female,1100,6600,90043,8
Tenant Application Received,1,80,Other,Female,1477,4431,91602,2
Tenant Application Received,1,30,White,Male,1500,12000,91402,6
Tenant Application Received,2,30,Asian,Female,3040,41631.88,90006,10
Tenant Pending Final Submission of Documents,1,30,Other,Male,3650,22410,91367,3
Tenant Pending Final Submission of Documents,8+,30,Hispanic,Female,3600,59458.77,91367,3
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,1033.24,1423.71,90005,10
Tenant Eligibility Under Review,1,30,Black,Male,1600,4776,90028,13
Tenant Application Received,6,30,Hispanic,Male,494,8908,90061,15
Tenant Application Received,1,30,Other,Male,1378,23426,90034,5
Tenant Application Received,2,30,Other,Male,2275,25025,90004,13
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,1240,362,90026,1
Tenant Application Received,3,30,Black,Male,2748,79692,91604,4
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Other,Female,994,994,90011,9
Manager Approval Required,2,30,Other,Male,3700,22200,90039,13
Tenant Eligibility Under Review,2,30,White,Female,3290,12836,90028,13
Tenant Application Received,3,30,Black,Female,2250,15750,90047,8
Tenant Application Received,3,30,Hispanic,Male,1494,6983.24,91335,3
Tenant Application Received,3,30,White,Female,3500,28000,91402,6
Application on Hold,4,30,Hispanic,Female,2050,8200,90007,8
Tenant Application Received,5,30,White,Male,3000,27000,91406,6
Application on Hold,1,30,Other,Male,995,5970,90020,13
Tenant Application Received,2,30,Hispanic,Male,1906,35022,91325,12
Tenant Approved: Landlord Eligibility Under Review,1,30,Asian,Female,1000,6000,90057,1
Tenant Application Received,3,30,White,Male,3500,35000,91401,2
Tenant Application Received,4,30,Other,Female,1500,19500,91406,6
Tenant Application Received,4,30,Hispanic,Female,1990,53730,90043,8
Tenant Approved: Closed Landlord Paid,1,30,Black,Male,1100,5500,90011,9
Tenant Pending Final Submission of Documents,1,30,White,Female,1850,4675,90013,14
Tenant Application Received,3,30,White,Female,1874,23286,90293,11
Tenant Application Received,3,30,White,Female,650,3640,91311,12
Tenant Pending Final Submission of Documents,1,30,White,Male,2500,16500,91601,2
Tenant Application Received,2,30,White,Male,2025,29340,91601,2
Tenant Application Received,3,30,White,Female,2850,108190,91335,4
Tenant Pending Final Submission of Documents,1,30,White,Male,2800,8400,91606,2
Tenant Application Received,2,30,Black,Male,2411,24110,90012,14
Tenant Approved: Pending Payment to the Landlord,1,30,Hispanic,Female,1854.31,3229.31,90232,5
Application on Hold,1,30,Asian,Male,879,979,90019,10
Tenant Application Received,6,30,Hispanic,Female,2800,11200,90023,14
Tenant Application Received,1,50,Other,Male,2600,20800,91331, 
Tenant Application Received,1,30,White,Female,2073.75,14516.25,91604,4
Tenant Pending Final Submission of Documents,1,30,Black,Female,2771.21,8313.64,90012,14
Tenant Application Received,1,30,White,Female,1139.18,11593.14,90027,13
Closed Ineligible,, ,Other,,0,0,,
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,1295,5475,90005,10
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Black,Female,1500,3086,90029,13
