Status,Family size,AMI,Race,Gender,Monthly Rent,Back Rent Claimed,zip,Council District
Tenant Application Received,3,30,Black,Female,"$1,500.00","$13,500.00",90043,8
Application on Hold,2,30,Hispanic,Female,"$1,750.00","$5,351.00",91406,6
Tenant Application Received,1,30,Asian,Female,$958.00,"$10,530.00",90036,5
Tenant Application Received,1,30,Black,Female,"$1,925.00","$43,575.00",90020,1
Tenant Pending Final Submission of Documents,1,30,White,Female,$975.00,"$1,950.00",91423,4
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,"$1,900.00","$3,800.00",90003,9
Tenant Pending Final Submission of Documents,1,30,Black,Male,"$1,895.00","$5,685.00",90045,11
Tenant Pending Final Submission of Documents,1,30,White,Male,"$3,000.00","$12,000.00",91606,2
Tenant Eligibility Under Review,4,30,Hispanic,Male,"$1,351.00","$2,555.00",90026,1
Closed Ineligible,3,30,Hispanic,Female,"$2,000.00","$6,000.00",93551, 
Tenant Application Received,4,30,Hispanic,Male,"$1,500.00","$11,600.00",90001,9
Closed Ineligible,1,30,Black,Gender Non-Confirming,"$1,398.00","$10,610.92",90813, 
Application on Hold,1,30,Black,Male,$578.00,"$3,468.00",90007,8
Tenant Pending Final Submission of Documents,3,30,White,Male,"$1,148.82","$4,595.28",91335,3
Tenant Approved: Closed Landlord Paid,2,30,Hispanic,Female,"$3,150.00","$11,700.00",91604,4
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,"$1,500.00","$2,000.00",91406,6
Tenant Approved: Closed Landlord Paid,2,30,White,Male,"$1,450.00","$3,255.00",91607,2
Closed Ineligible,1,30,Other,Male,"$1,550.00","$7,050.00",90805, 
Tenant Pending Final Submission of Documents,2,30,Other,Gender Non-Confirming,"$3,500.00","$13,500.00",91344,12
Closed Ineligible,2,30,Hispanic,Male,"$1,495.00","$41,860.00",90068,4
Tenant Application Received,1,30,White,Male,"$4,600.00","$32,200.00",90019,10
Tenant Pending Final Submission of Documents,1,30,Black,Male,"$1,906.00","$6,192.59",90015,14
Tenant Approved: Landlord Final Notification to Respond,1,30,Black,Female,"$2,500.00","$2,500.00",90026,13
Tenant Pending Final Submission of Documents,1,30,White,Male,"$3,500.00","$21,000.00",91352,7
Tenant Application Received,2,30,Hispanic,Male,"$1,097.00","$7,679.00",91402,6
Tenant Application Received,1,30,Other,Male,"$2,500.00","$17,500.00",91311,12
Tenant Eligibility Under Review,1,30,Other,Female,"$1,295.00","$7,770.00",90004,13
Tenant Application Received,1,30,White,Female,"$1,000.00","$15,000.00",90004,10
Closed Ineligible,1,30,Black,Male,"$2,600.00","$15,600.00",90301, 
Closed Ineligible,2,50,Hispanic,Male,"$1,650.00","$18,150.00",90270, 
Tenant Application Received,1,30,Hispanic,Male,"$3,000.00","$22,050.00",90019,10
Closed Ineligible,2,30,Black,Female,"$1,500.00",$450.00,90059, 
Tenant Pending Final Submission of Documents,2,30,White,Male,"$2,100.00","$11,550.00",90045,11
Tenant Pending Final Submission of Documents,5,30,Hispanic,Male,"$1,225.00","$4,900.00",90044,15
Tenant Pending Final Submission of Documents,1,30,Hispanic,Female,$650.00,"$1,300.00",90023,14
Tenant Application Received,3,30,Black,Female,$606.00,"$7,620.00",90003,9
Tenant Approved: Closed Landlord Paid,4,30,White,Male,"$2,390.44","$12,232.04",91606,2
Tenant Application Received,1,30,Other,Male,"$1,300.00","$19,500.00",90035,5
Application on Hold,2,30,Black,Female,"$1,265.00","$6,325.00",90037,9
Tenant Application Received,1,30,Black,Male,"$2,195.00","$56,415.00",91411,4
Tenant Application Received,1,30,Black,Female,"$2,500.00","$23,100.00",90003,9
Tenant Application Received,4,30,Other,Female,$800.00,"$6,400.00",91342,7
Tenant Approved: Tenant & Landlord Under Review,4,30,Other,Female,"$2,250.00","$10,500.00",90001,9
Tenant Application Received,2,30,White,Male,"$3,200.00","$22,400.00",91352,2
Tenant Pending Final Submission of Documents,2,30,Other,Male,"$4,200.00","$25,200.00",91307,12
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Hispanic,Male,$984.00,"$4,920.00",90031,14
Tenant Approved: Closed Landlord Paid,1,30,Hispanic,Female,$849.53,"$1,299.06",90006,10
Tenant Approved: Closed Landlord Paid,1,30,Other,Male,"$1,300.00","$3,900.00",91607,2
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Black,Female,"$1,767.77","$2,767.77",90039,4
Tenant Application Received,1,80,Hispanic,Female,"$4,800.00","$29,345.00",90032,14
Tenant Application Received,4,30,Hispanic,Female,$956.37,"$3,333.70",90033,14
Tenant Application Received,1,30,White,Female,"$1,950.00","$15,600.00",91605,2
Closed Ineligible,1,30,Other,Male,"$2,165.00","$2,165.00",90046, 
Application on Hold,5,30,White,Male,"$4,300.00","$25,800.00",91040,7
Tenant Application Received,1,30,White,Male,"$1,595.00","$12,760.00",90068,4
Tenant Approved: Tenant & Landlord Under Review,1,30,White,Female,"$1,725.00","$5,400.00",90036,5
Application on Hold,1,30,Black,Female,"$1,870.00","$4,054.28",90247,15
Tenant Pending Final Submission of Documents,5,30,Hispanic,Male,$860.00,"$3,440.00",90044,9
Application on Hold,1,30,Asian,Female,"$1,941.00","$2,764.34",90039,13
Tenant Pending Final Submission of Documents,3,30,White,Female,"$1,500.00","$9,000.00",91342,7
Tenant Application Received,3,30,Hispanic,Male,"$1,375.00","$42,802.29",90012,1
Tenant Approved: Tenant & Landlord Under Review,1,30,Other,Male,"$2,750.00","$13,750.00",91352,6
Tenant Pending Final Submission of Documents,4,30,Hispanic,Male,"$1,483.00","$4,113.00",90006,10
Manager Approval Required,1,30,White,Male,"$4,000.00","$24,000.00",90016,10
Tenant Pending Final Submission of Documents,1,30,White,Female,"$1,909.00","$9,545.00",90045,11
Tenant Application Received,1,30,White,Male,"$2,245.00","$40,410.00",90068,4
Tenant Application Received,3,30,Black,Female,$750.00,"$7,500.00",90003,9
Closed Ineligible,2,50,Black,Male,"$2,300.00","$17,138.55",90230, 
Tenant Application Received,3,30,Other,Female,"$5,400.00","$58,050.00",91342,7
Tenant Approved: Tenant & Landlord Under Review,2,30,White,Male,"$1,048.29","$5,927.85",90026,1
Tenant Application Received,1,30,Black,Male,"$1,585.00","$12,680.00",90008,8
Tenant Application Received,2,30,White,Male,"$3,250.00","$22,750.00",91343,6
Tenant Application Received,2,30,White,Male,"$2,000.00","$16,023.00",91304,3
Closed Ineligible,1,30,Black,Female,"$2,000.00","$12,000.00",90047,8
Tenant Application Received,4,30,Black,Male,"$2,500.00","$97,500.00",90043,8
Landlord Application Submitted Pending Tenant,, ,Other,,$0.00,$0.00,,
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$1,500.00","$5,100.00",91606,2
Tenant Pending Final Submission of Documents,2,30,Hispanic,Male,"$1,400.00","$6,780.00",90026,1
Tenant Application Received,2,30,White,Male,"$2,700.00","$75,600.00",90043,8
Tenant Application Received,3,30,Other,Female,"$2,000.00","$14,000.00",90043,8
Tenant Application Received,2,50,White,Female,"$3,500.00","$84,000.00",91605, 
Tenant Application Received,1,30,Asian,Female,"$1,502.83","$24,892.50",90020,1
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Hispanic,Female,"$1,650.00","$3,849.29",90057,13
Tenant Application Received,3,30,Other,Male,"$6,200.00","$136,400.00",91344,12
Tenant Application Received,3,30,Other,Female,"$1,133.00","$20,394.00",90033,14
Tenant Application Received,1,30,Black,Female,"$2,500.00","$17,000.00",90047,8
Tenant Application Received,3,30,Hispanic,Female,"$1,090.00","$10,900.00",91402,6
Closed Ineligible,1,30,Black,Female,"$1,050.00","$4,401.88",90021,14
Application on Hold,5,30,Black,Female,"$1,358.00","$6,790.00",90066,11
Tenant Application Received,3,30,Black,Male,"$1,038.00","$8,304.00",90037,9
Tenant Application Received,1,30,Other,I prefer not to answer,$849.00,"$6,792.00",90011,9
Application on Hold,1,30,Black,Male,"$2,056.00","$12,336.00",90008,8
Tenant Application Received,2,30,White,Male,"$2,600.00","$31,200.00",91411,6
Application on Hold,5,30,Hispanic,Female,"$2,450.00","$46,550.00",90012,1
Tenant Pending Final Submission of Documents,4,30,Hispanic,Female,"$1,591.35","$3,483.77",91605,2
Tenant Pending Final Submission of Documents,5,30,Hispanic,Female,"$2,500.00","$1,500.00",90291,11
Application on Hold,4,30,Black,Female,"$1,865.00","$2,632.00",90061,15
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$1,500.00","$9,000.00",90043,8
Tenant Application Received,5,30,Black,Female,"$1,360.05","$10,880.40",90047, 
Application on Hold,2,30,Black,Male,"$2,791.00","$11,164.00",90045,11
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,"$1,595.00","$9,570.00",91335,4
Tenant Eligibility Under Review,2,50,Black,Female,"$2,674.00","$2,674.00",90026,1
Closed Ineligible,3,50,White,Female,"$2,250.00","$15,750.00",91201, 
Application on Hold,2,30,Hispanic,Male,$920.00,"$4,600.00",90026,13
Tenant Application Received,1,30,Black,Female,"$2,500.00","$22,500.00",90044,15
Closed Ineligible,1,30,Black,Male,"$1,700.00","$10,200.00",90012,14
Tenant Pending Final Submission of Documents,1,30,Other,Female,"$1,800.00","$1,900.00",91602,2
Tenant Pending Final Submission of Documents,2,30,Black,Female,"$1,200.00","$3,600.00",90062,8
Tenant Application Received,1,30,White,Male,"$1,400.00","$25,830.00",90045,11
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,"$1,750.00","$3,500.00",90043,8
Tenant Application Received,1,30,Black,Male,"$3,054.00","$27,486.00",91607,2
Application on Hold,1,30,Other,Male,"$1,495.00","$8,970.00",90002,15
Application on Hold,2,30,White,Male,"$5,900.00","$47,200.00",91326,12
Tenant Pending Final Submission of Documents,1,30,White,Female,"$2,500.00","$15,000.00",90027,13
Tenant Application Received,3,30,White,Male,"$3,800.00","$34,200.00",91401,2
Tenant Application Received,2,30,Hispanic,Male,"$1,621.00","$16,210.00",90004,13
Tenant Application Received,2,30,Hispanic,Male,"$1,300.00","$20,800.00",91345,7
Tenant Pending Final Submission of Documents,4,30,Black,Female,"$1,795.00","$8,965.00",90061,8
Application on Hold,1,30,Black,Female,"$2,685.00","$16,110.00",90043,8
Tenant Application Received,3,30,Black,Female,"$1,000.00","$12,000.00",90003,8
Tenant Application Received,8+,30,Hispanic,Female,"$1,200.00","$14,400.00",90003,8
Tenant Approved: Closed Landlord Paid,1,30,Black,Female,"$2,500.00","$15,000.00",90007,8
Tenant Approved: Pending Payment to the Landlord,2,30,Black,Female,"$1,899.00","$6,322.00",90061,15
Application on Hold,1,30,Black,Female,$869.00,"$20,000.00",90007,8
Tenant Approved: Tenant & Landlord Under Review,1,30,Hispanic,Female,"$1,450.22",$999.51,90029,13
Tenant Application Received,1,30,Other,Male,"$1,200.00","$9,600.00",90020,10
Tenant Application Received,1,30,White,Male,"$2,060.00","$26,952.67",91423,4
Tenant Application Received,2,30,Hispanic,Male,"$2,170.00","$71,610.00",91607,2
Tenant Application Received,1,30,Black,Female,"$1,000.00","$9,000.00",90008,10
Tenant Approved: Landlord Eligibility Under Review,2,30,Black,Female,"$1,675.00","$5,432.99",91401,2
Tenant Application Received,6,30,Hispanic,Female,"$2,800.00","$17,500.00",90018,10
Tenant Approved: Closed Landlord Paid,1,30,White,Male,"$2,299.00","$11,495.00",90004,5
Tenant Approved: Landlord Eligibility Under Review,1,30,Other,Male,$556.00,"$3,339.00",90013,14
Application on Hold,3,30,Other,Female,"$2,902.00","$5,570.00",90293,11
Closed Ineligible,1,30,Hispanic,Female,"$2,000.00","$16,000.00",91723, 
Tenant Application Received,1,50,Black,Male,"$3,370.00","$3,370.00",90015, 
Tenant Pending Final Submission of Documents,2,30,White,Male,"$6,400.00","$38,400.00",91405,2
Tenant Application Received,1,80,Other,Male,"$1,900.00","$9,500.00",90007, 
Tenant Application Received,2,30,White,Female,"$5,200.00","$41,600.00",91342,7
Tenant Application Received,3,30,Hispanic,Male,"$1,300.00","$9,100.00",90031,1
Tenant Application Received,1,30,Black,Male,"$1,291.00","$10,328.00",90008,10
Landlord Application Submitted Pending Tenant,, ,Other,,$0.00,$0.00,,
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Black,Female,"$1,597.00","$3,194.00",90011,9
Tenant Pending Final Submission of Documents,1,30,Other,Male,"$4,500.00","$27,000.00",90048,5
Closed Ineligible,5,30,Other,Female,"$1,895.00","$1,895.00",90807, 
Tenant Application Received,1,30,White,Female,$955.00,"$18,145.00",91601,2
Tenant Application Received,1,30,White,Female,"$1,200.00","$8,870.00",90028,13
Tenant Application Received,1,30,Asian,Male,"$1,620.00","$18,834.62",90005,10
Tenant Application Received,1,30,Other,Male,"$1,605.00","$16,412.56",90044,8
Tenant Approved: Closed Landlord Paid,1,30,Asian,Female,"$1,277.22","$4,595.40",90017,1
Tenant Application Received,2,30,Black,Female,"$1,159.00","$8,113.00",90037,9
Tenant Approved: Closed Landlord Paid,1,30,White,Female,"$1,200.00","$7,200.00",91316,4
Tenant Application Received,1,30,Hispanic,Male,$755.00,"$7,162.00",90057,1
Tenant Application Received,1,30,Hispanic,Male,"$3,600.00","$68,400.00",91352,6
Tenant Application Received,1,30,White,Female,"$1,450.00","$7,099.11",91605,2
Tenant Application Received,1,30,White,Female,"$1,818.35","$19,174.25",90066,11
Application on Hold,3,30,Asian,Male,"$1,544.00","$2,537.74",91411,4
Tenant Application Received,1,30,White,Female,"$4,200.00","$50,400.00",91352,2
Closed Ineligible,1,30,Black,Female,"$2,575.00","$23,175.00",91343,6
Tenant Application Received,2,30,Black,Female,"$3,000.00","$27,000.00",91367,3
Tenant Application Received,4,30,White,Male,"$4,250.00","$34,000.00",91607,2
Tenant Approved: Closed Landlord Paid,3,30,Black,Female,"$1,600.00","$9,100.00",90045,11
Tenant Approved: Landlord Eligibility Under Review,2,30,Hispanic,Female,"$3,100.00","$9,300.00",91604,4
Application on Hold,1,30,Hispanic,Female,"$1,700.00","$3,600.00",91304,3
Tenant Application Received,3,30,Black,Male,"$2,700.00","$50,800.00",90023,14
Closed Ineligible,3,80,Black,Female,"$2,600.00","$10,400.00",90220, 
Tenant Approved: Landlord Eligibility Under Review,1,30,Hispanic,Male,"$2,000.00","$18,000.00",90744,15
Tenant Approved: Landlord Pending Final Submission of Documents,1,30,Black,Female,"$2,600.00","$15,600.00",90059,8
Tenant Application Received,4,30,Hispanic,Female,"$1,550.00","$21,700.00",91405,6
Closed Ineligible,2,30,Hispanic,Male,"$1,118.00","$2,236.00",90280, 
Tenant Application Received,3,30,Hispanic,Male,"$2,356.64","$37,706.24",90004,13
Tenant Application Received,2,30,Black,Female,"$1,310.00","$24,206.00",90008,10
Tenant Pending Final Submission of Documents,2,30,Hispanic,Male,"$1,771.83","$5,023.54",91335,4
Tenant Pending Final Submission of Documents,3,30,Hispanic,Male,"$1,825.00","$10,950.00",90028,13
Landlord Application Submitted Pending Tenant,, ,Other,,$0.00,$0.00,,
Application on Hold,5,30,Hispanic,Female,"$1,594.00","$2,391.00",90015,14
Tenant Application Received,1,30,Black,Male,"$2,295.00","$27,540.00",90057,1
Tenant Approved: Closed Landlord Paid,5,30,Hispanic,Female,"$1,396.00","$8,376.00",91405,6
Closed Ineligible,2,30,Hispanic,Female,"$2,397.00","$4,200.00",90001, 
Tenant Pending Final Submission of Documents,3,30,Black,Female,"$2,575.00","$15,450.00",90044,8
Tenant Application Received,1,30,Black,Female,"$3,500.00","$31,500.00",90014,14
Tenant Application Received,1,30,White,Female,"$2,442.00","$73,187.80",90732,15
Closed Ineligible,4,30,Black,Female,$510.00,"$1,923.00",90731,15
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$1,350.00","$8,100.00",90043,8
Tenant Application Received,2,30,Hispanic,Male,"$1,037.00","$8,744.00",91352,2
Tenant Application Received,3,30,White,Male,"$5,650.00","$50,850.00",91042,7
Application on Hold,3,30,Hispanic,Male,"$1,625.00","$18,078.60",90020,10
Tenant Application Received,1,30,White,Male,"$2,699.00","$21,592.00",90272,11
Tenant Approved: Closed Landlord Paid,1,30,Other,Female,"$1,920.00","$2,890.00",90031,14
Tenant Application Received,2,30,Hispanic,Male,"$1,995.00","$9,000.00",90731,15
Tenant Application Received,1,30,Black,Male,$850.00,"$7,650.00",90043,8
Application on Hold,1,30,Hispanic,Female,$928.00,"$5,568.00",90011,9
Closed Ineligible,1,30,Other,Female,"$1,850.00","$18,500.00",90061, 
Tenant Application Received,1,30,Other,Female,"$3,500.00","$31,500.00",91405,2
Tenant Application Received,2,30,Black,Female,$765.00,"$19,125.00",90059,15
Tenant Application Received,1,30,White,Male,"$4,100.00","$28,700.00",91352,2
Tenant Pending Final Submission of Documents,1,30,Other,Male,"$5,750.00","$34,500.00",91326,12
Tenant Pending Final Submission of Documents,2,30,White,Female,"$1,450.00","$8,700.00",91607,2
Tenant Application Received,1,30,Black,Male,"$1,350.00","$29,700.00",90015,14
Closed Ineligible,3,30,Asian,Female,$900.00,"$2,700.00",91311,12
Tenant Pending Final Submission of Documents,1,30,Asian,Male,"$1,620.00","$1,592.78",90004,13
Tenant Application Received,1,30,Other,Female,"$1,200.00","$12,000.00",91335,4
Application on Hold,5,30,Hispanic,Male,$600.00,"$3,600.00",90032,14
Tenant Pending Final Submission of Documents,1,30,Black,Female,"$3,000.00","$18,000.00",90047,8
Tenant Application Received,2,30,White,Female,"$3,000.00","$126,000.00",90024,5
Tenant Application Received,1,30,Black,Female,"$1,200.00","$8,400.00",90011,9
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Hispanic,Male,"$1,000.00","$4,000.00",90044,9
Tenant Approved: Landlord Pending Final Submission of Documents,1,30,Black,Female,"$1,370.00","$1,740.00",90248,15
Application on Hold,6,30,Hispanic,Female,"$1,800.00","$10,800.00",90011,9
Tenant Application Received,2,30,White,Male,"$2,500.00","$20,000.00",90063,14
